,Unnamed: 0,MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price,Zip Code,address,location,distance
1230,51,DCDC428900,RES,CLS,701 Lamont St NW ,Washington,"Washington, DC",2.0,2,Unit/Flat/Apartment,8/13/2019,"Urban Land Company, LLC (ULC1)",535000.0,20010,"701 Lamont St NW , Washington, DC 20010","(38.9312706, -77.024132)",0
1231,52,DCDC428862,RES,CLS,3441 14th St NW ,Washington,"Washington, DC",2.0,2,Unit/Flat/Apartment,7/15/2019,"Continental Properties, Ltd. (CPRE1)",592500.0,20010,"3441 14th St NW , Washington, DC 20010","(38.93298965, -77.0324681495669)",0
1232,53,DCDC429140,RES,CLS,1729 Lamont St NW,Washington,"Washington, DC",7.0,1-Mar,End of Row/Townhouse,7/16/2019,Compass (COMPS2),1510000.0,20010,"1729 Lamont St NW, Washington, DC 20010","(38.9316481, -77.0404150822613)",0
1233,54,DCDC429240,RES,CLS,424 Lamont St NW,Washington,"Washington, DC",4.0,1-Mar,Row/Townhouse,6/24/2019,Lawyers Realty Group (LRGL1),770000.0,20010,"424 Lamont St NW, Washington, DC 20010","(38.9312582, -77.0190110818526)",0
1234,55,DCDC428892,RES,CLS,3422 Brown St NW ,Washington,"Washington, DC",2.0,1,Penthouse Unit/Flat/Apartment,6/28/2019,"Long & Foster Real Estate, Inc. (LNG44)",551500.0,20010,"3422 Brown St NW , Washington, DC 20010","(38.93469785, -77.0377722214674)",0
1235,56,DCDC429104,RES,CLS,1421 Meridian Pl NW,Washington,"Washington, DC",4.0,1-Mar,Row/Townhouse,7/1/2019,IGOLDENONE REALTY AND CONCIERGE LLC (IRCL1),1170000.0,20010,"1421 Meridian Pl NW, Washington, DC 20010","(38.9336627, -77.0336059844654)",0
1236,57,DCDC428112,RES,CLS,1114 Monroe St NW ,Washington,"Washington, DC",3.0,3,Unit/Flat/Apartment,6/28/2019,TTR Sotheby's International Realty (TTRS5),755500.0,20010,"1114 Monroe St NW , Washington, DC 20010","(38.932411, -77.029056991364)",0
1237,58,DCDC428958,RES,CLS,3533 16th St NW,Washington,"Washington, DC",5.0,1-Apr,Row/Townhouse,7/31/2019,TTR Sotheby's International Realty (TTRS5),1300000.0,20010,"3533 16th St NW, Washington, DC 20010","(38.9358236, -77.0360966)",0
1238,59,DCDC428748,RES,CLS,764 Morton St NW,Washington,"Washington, DC",4.0,1-Mar,Detached,6/28/2019,"NetRealtyNow.com, LLC (NRN2)",580000.0,20010,"764 Morton St NW, Washington, DC 20010","(38.93170245, -77.0255198359525)",0
1239,60,DCDC428728,RES,CLS,831 Rock Creek Church Rd NW ,Washington,"Washington, DC",4.0,1-Mar,Unit/Flat/Apartment,7/12/2019,Compass (COMPS1),1175000.0,20010,"831 Rock Creek Church Rd NW , Washington, DC 20010","(38.9362550805133, -77.0247794319607)",0
1240,61,DCDC428556,RES,CLS,638 Lamont St NW,Washington,"Washington, DC",4.0,2,Row/Townhouse,7/30/2019,Fairfax Realty Premier (FXR3),580000.0,20010,"638 Lamont St NW, Washington, DC 20010","(38.93109285, -77.0227165824701)",0
1241,62,DCDC428050,RES,CLS,611 NW Park Rd NW,Washington,"Washington, DC",6.0,2,Row/Townhouse,8/20/2019,RLAH Real Estate (RLAH1),800000.0,20010,"611 NW Park Rd NW, Washington, DC 20010","(0, 0)",0
1242,63,DCDC427672,RES,CLS,625 Park Rd NW ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,8/8/2019,Fairfax Realty Select (FXR1),270400.0,20010,"625 Park Rd NW , Washington, DC 20010","(38.9332401, -77.0227827939026)",0
1243,64,DCDC427080,RES,CLS,1390 Kenyon St NW ,Washington,"Washington, DC",1.0,1-Jan,Unit/Flat/Apartment,6/12/2019,Compass (COMPS4),450000.0,20010,"1390 Kenyon St NW , Washington, DC 20010","(38.9296193, -77.032212)",0
1244,65,DCDC425434,RES,CLS,1451 Park Rd NW ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,6/26/2019,Keller Williams Capital Properties (KWCP1),301000.0,20010,"1451 Park Rd NW , Washington, DC 20010","(38.9311345, -77.0343378)",0
1245,66,DCDC426926,RES,CLS,1883 Ingleside Ter NW,Washington,"Washington, DC",2.0,2,Row/Townhouse,6/20/2019,Compass (COMPS1),838000.0,20010,"1883 Ingleside Ter NW, Washington, DC 20010","(38.93484705, -77.0441615673175)",0
1246,67,DCDC427124,RES,CLS,1390 Kenyon St NW ,Washington,"Washington, DC",2.0,2,Unit/Flat/Apartment,8/15/2019,"Long & Foster Real Estate, Inc. (LNG194)",569900.0,20010,"1390 Kenyon St NW , Washington, DC 20010","(38.9296193, -77.032212)",0
1247,68,DCDC426064,RES,CLS,1414 Oak St NW,Washington,"Washington, DC",3.0,1-Mar,Row/Townhouse,6/21/2019,"Long & Foster Real Estate, Inc. (LNG83)",837290.0,20010,"1414 Oak St NW, Washington, DC 20010","(38.9339964, -77.0334111895558)",0
1248,69,DCDC425432,RES,CLS,1523 Park Rd NW ,Washington,"Washington, DC",2.0,1,Unit/Flat/Apartment,7/30/2019,Fairfax Realty Select (FXR1),405000.0,20010,"1523 Park Rd NW , Washington, DC 20010","(38.93163895, -77.035549389307)",0
1249,70,DCDC426816,RES,CLS,653 Irving St NW ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,7/26/2019,"Urban Pace, a Long & Foster Company (URP1)",359900.0,20010,"653 Irving St NW , Washington, DC 20010","(38.9291323656328, -77.0221415361666)",0
1250,71,DCDC426786,RES,CLS,430 Irving St NW ,Washington,"Washington, DC",0.0,1,Unit/Flat/Apartment,8/28/2019,"Long & Foster Real Estate, Inc. (LNG1)",159000.0,20010,"430 Irving St NW , Washington, DC 20010","(38.92923155, -77.0188272177708)",0
1251,72,DCDC426574,RES,CLS,1415 Monroe St NW,Washington,"Washington, DC",3.0,1-Mar,Row/Townhouse,6/24/2019,Coldwell Banker Residential Brokerage (CBRB52),965000.0,20010,"1415 Monroe St NW, Washington, DC 20010","(38.9316207, -77.0334918342161)",0
1252,73,DCDC426348,RES,CLS,529 Lamont St NW ,Washington,"Washington, DC",2.0,1,Unit/Flat/Apartment,6/28/2019,Compass (COMPS1),426000.0,20010,"529 Lamont St NW , Washington, DC 20010","(38.9314536, -77.0212809788035)",0
1253,74,DCDC425674,RES,CLS,3453 Holmead Pl NW ,Washington,"Washington, DC",2.0,2,Penthouse Unit/Flat/Apartment,6/7/2019,Redfin Corp (REFC3),750100.0,20010,"3453 Holmead Pl NW , Washington, DC 20010","(38.9333703, -77.0305515600483)",0
1254,75,DCDC425764,RES,CLS,1310 Spring Rd NW ,Washington,"Washington, DC",2.0,1-Feb,Row/Townhouse,6/14/2019,RLAH Real Estate (RLAH2),760000.0,20010,"1310 Spring Rd NW , Washington, DC 20010","(38.93616945, -77.0301297771956)",0
1255,76,DCDC425722,RES,CLS,1310 Spring Rd NW ,Washington,"Washington, DC",2.0,1-Feb,Row/Townhouse,6/13/2019,RLAH Real Estate (RLAH2),640000.0,20010,"1310 Spring Rd NW , Washington, DC 20010","(38.93616945, -77.0301297771956)",0
1256,77,DCDC425790,RES,CLS,1020 Monroe St NW ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,6/14/2019,RLAH Real Estate (RLAH4),389000.0,20010,"1020 Monroe St NW , Washington, DC 20010","(38.9327642, -77.0281633)",0
1257,78,DCDC426152,RES,CLS,1750 Irving St NW,Washington,"Washington, DC",3.0,2-Jan,Row/Townhouse,6/28/2019,Compass (COMPS1),830000.0,20010,"1750 Irving St NW, Washington, DC 20010","(38.9286059, -77.0409791242508)",0
1258,79,DCDC425696,RES,CLS,622 Rock Creek Church Rd NW ,Washington,"Washington, DC",2.0,1-Feb,Unit/Flat/Apartment,6/28/2019,TTR Sotheby's International Realty (TTRS5),690000.0,20010,"622 Rock Creek Church Rd NW , Washington, DC 20010","(38.9369845, -77.0202933067858)",0
1259,80,DCDC423452,RES,CLS,3569 Warder St NW,Washington,"Washington, DC",4.0,3,Detached,7/31/2019,RE/MAX Realty Services (RBE1),902000.0,20010,"3569 Warder St NW, Washington, DC 20010","(38.9344701, -77.0206734903483)",0
1260,81,DCDC424648,RES,CLS,1457 Park Rd NW ,Washington,"Washington, DC",,Jan-00,Unit/Flat/Apartment,7/9/2019,Compass (COMPS2),250000.0,20010,"1457 Park Rd NW , Washington, DC 20010","(38.93128145, -77.0346269656262)",0
1261,82,DCDC424582,RES,CLS,3420 16th St NW ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,6/21/2019,"Long & Foster Real Estate, Inc. (LNG338)",415000.0,20010,"3420 16th St NW , Washington, DC 20010","(38.93372125, -77.0370974516368)",0
1262,83,DCDC423834,RES,CLS,445 Lamont St NW,Washington,"Washington, DC",4.0,1-Mar,Twin/Semi-Detached,6/21/2019,Compass (COMPS2),720000.0,20010,"445 Lamont St NW, Washington, DC 20010","(38.93146185, -77.0195440466806)",0
1263,84,DCDC423670,RES,CLS,3504 13th St NW ,Washington,"Washington, DC",2.0,2,Detached,6/3/2019,Compass (COMPS1),552000.0,20010,"3504 13th St NW , Washington, DC 20010","(38.9326465, -77.0300707468554)",0
1264,85,DCDC423972,RES,CLS,1114 Monroe St NW ,Washington,"Washington, DC",2.0,3,Unit/Flat/Apartment,6/7/2019,TTR Sotheby's International Realty (TTRS5),865000.0,20010,"1114 Monroe St NW , Washington, DC 20010","(38.932411, -77.029056991364)",0
1265,86,DCDC423914,RES,CLS,766 Lamont St NW,Washington,"Washington, DC",2.0,Jan-00,Row/Townhouse,7/26/2019,Fairfax Realty Elite (FXR13),470000.0,20010,"766 Lamont St NW, Washington, DC 20010","(38.9307189, -77.0254618220767)",0
1266,87,DCDC423796,RES,CLS,430 Irving St NW ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,6/26/2019,Compass (COMPS1),320000.0,20010,"430 Irving St NW , Washington, DC 20010","(38.92923155, -77.0188272177708)",0
1267,88,DCDC423888,RES,CLS,1437 Monroe St NW,Washington,"Washington, DC",4.0,1-Feb,Row/Townhouse,6/11/2019,"Heymann Realty, LLC (HEYR1)",610000.0,20010,"1437 Monroe St NW, Washington, DC 20010","(38.9318642, -77.0341254097229)",0
1268,89,DCDC423886,RES,CLS,1341 Irving St NW ,Washington,"Washington, DC",2.0,2,Row/Townhouse,8/9/2019,Keller Williams Realty (KWR8),747500.0,20010,"1341 Irving St NW , Washington, DC 20010","(38.92884075, -77.031136829915)",0
1269,90,DCDC423270,RES,CLS,1356 Kenyon St NW ,Washington,"Washington, DC",1.0,1,End of Row/Townhouse,6/3/2019,Realty Pros (RPA3),415000.0,20010,"1356 Kenyon St NW , Washington, DC 20010","(38.92935105, -77.0313168802356)",0
1270,91,DCDC422312,RES,CLS,3657 13th St NW,Washington,"Washington, DC",4.0,1-Feb,Row/Townhouse,6/14/2019,"Long & Foster Real Estate, Inc. (LNG1)",750000.0,20010,"3657 13th St NW, Washington, DC 20010","(38.93590325, -77.02945925)",0
1271,92,DCDC421418,RES,CLS,3407 Holmead Pl NW,Washington,"Washington, DC",4.0,1-Feb,Row/Townhouse,8/28/2019,"Fox Real Estate, LLC. (FXRE1)",85.0,20010,"3407 Holmead Pl NW, Washington, DC 20010","(38.932324, -77.0306337031219)",0
1272,93,DCDC422764,RES,CLS,3537 16th St NW,Washington,"Washington, DC",4.0,1-Mar,Row/Townhouse,6/20/2019,Spicer Real Estate (SPCR1),1075000.0,20010,"3537 16th St NW, Washington, DC 20010","(38.9359435, -77.0360884998382)",0
1273,94,DCDC422650,RES,CLS,1661 Park Rd NW ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,6/25/2019,TTR Sotheby's International Realty (TTRS8),282500.0,20010,"1661 Park Rd NW , Washington, DC 20010","(38.93271875, -77.0381865411028)",0
1274,95,DCDC421464,RES,CLS,747 Park Rd NW,Washington,"Washington, DC",4.0,3,Row/Townhouse,6/28/2019,Fairfax Realty Premier (FXR3),765000.0,20010,"747 Park Rd NW, Washington, DC 20010","(38.93298755, -77.0256821986496)",0
1275,96,DCDC422138,RES,CLS,625 Park Rd NW ,Washington,"Washington, DC",1.0,1-Jan,Unit/Flat/Apartment,7/30/2019,Fairfax Realty Select (FXR1),325000.0,20010,"625 Park Rd NW , Washington, DC 20010","(38.9332401, -77.0227827939026)",0
1276,97,DCDC422126,RES,CLS,625 Park Rd NW ,Washington,"Washington, DC",1.0,1-Jan,Unit/Flat/Apartment,7/30/2019,Fairfax Realty Select (FXR1),381000.0,20010,"625 Park Rd NW , Washington, DC 20010","(38.9332401, -77.0227827939026)",0
1277,98,DCDC422108,RES,CLS,625 Park Rd NW ,Washington,"Washington, DC",2.0,1-Feb,Unit/Flat/Apartment,7/30/2019,Fairfax Realty Select (FXR1),560000.0,20010,"625 Park Rd NW , Washington, DC 20010","(38.9332401, -77.0227827939026)",0
1278,99,DCDC422068,RES,CLS,451 Luray Pl NW,Washington,"Washington, DC",3.0,1-Jan,Row/Townhouse,6/28/2019,"Independent Realty, Inc (INDR1)",665000.0,20010,"451 Luray Pl NW, Washington, DC 20010","(38.93210545, -77.0194615355048)",0
1279,100,DCDC420942,RES,CLS,1114 Spring Rd NW,Washington,"Washington, DC",4.0,1-Mar,Row/Townhouse,6/20/2019,Compass (COMPS3),1020000.0,20010,"1114 Spring Rd NW, Washington, DC 20010","(38.93587455, -77.0289696161372)",0
1280,101,DCDC421760,RES,CLS,610 Newton Pl NW ,Washington,"Washington, DC",2.0,2,Unit/Flat/Apartment,6/14/2019,Redfin Corp (REFC3),607500.0,20010,"610 Newton Pl NW , Washington, DC 20010","(38.9338043, -77.0225314316289)",0
1281,102,DCDC420886,RES,CLS,3519 10th St NW ,Washington,"Washington, DC",6.0,Apr-00,Row/Townhouse,6/7/2019,BUYSELLDC (BUYL1),1330000.0,20010,"3519 10th St NW , Washington, DC 20010","(38.9333479, -77.0272624566038)",0
1282,103,DCDC417906,RES,CLS,625 Park Rd NW ,Washington,"Washington, DC",2.0,1-Feb,Unit/Flat/Apartment,8/8/2019,Fairfax Realty Select (FXR1),620000.0,20010,"625 Park Rd NW , Washington, DC 20010","(38.9332401, -77.0227827939026)",0
1283,104,DCDC411578,RES,CLS,834 Lamont St NW ,Washington,"Washington, DC",2.0,1-Feb,Row/Townhouse,6/14/2019,Redfin Corp (REFC3),689000.0,20010,"834 Lamont St NW , Washington, DC 20010","(38.9307097, -77.0260473198122)",0
1284,105,DCDC404018,RES,CLS,625 Park Rd NW ,Washington,"Washington, DC",2.0,2,Unit/Flat/Apartment,7/31/2019,Fairfax Realty Select (FXR1),470000.0,20010,"625 Park Rd NW , Washington, DC 20010","(38.9332401, -77.0227827939026)",0
1285,106,DCDC401880,RES,CLS,3467 14th St NW ,Washington,"Washington, DC",3.0,3,Penthouse Unit/Flat/Apartment,8/28/2019,"Urban Land Company, LLC (ULC1)",937500.0,20010,"3467 14th St NW , Washington, DC 20010","(38.93417, -77.0324400747585)",0
1286,107,DCDC400362,RES,CLS,3625 13th St NW ,Washington,"Washington, DC",3.0,1-Mar,Unit/Flat/Apartment,6/3/2019,M Squared Real Estate LLC (MSQU1),890000.0,20010,"3625 13th St NW , Washington, DC 20010","(38.9352203, -77.029473455791)",0
1287,108,DCDC400334,RES,CLS,771 Kenyon St NW,Washington,"Washington, DC",3.0,1,Row/Townhouse,6/24/2019,IGOLDENONE REALTY AND CONCIERGE LLC (IRCL1),540000.0,20010,"771 Kenyon St NW, Washington, DC 20010","(38.92995915, -77.0259559722187)",0
1288,109,DCDC398598,RES,CLS,3112 13th St NW ,Washington,"Washington, DC",2.0,2,Row/Townhouse,6/19/2019,"Long & Foster Real Estate, Inc. (LNG194)",575000.0,20010,"3112 13th St NW , Washington, DC 20010","(38.9290683, -77.0300494329741)",0
1289,110,DCDC365658,RES,CLS,526 Kenyon St NW ,Washington,"Washington, DC",2.0,1,Unit/Flat/Apartment,7/26/2019,"Central Properties, LLC, (CTRP1)",220000.0,20010,"526 Kenyon St NW , Washington, DC 20010","(38.9298752, -77.0210030568467)",0
1290,111,DCDC311122,RES,CLS,3207 Adams Mill Rd NW,Washington,"Washington, DC",4.0,3-Jan,Row/Townhouse,6/17/2019,RE/MAX Excellence Realty (RXER1),935000.0,20010,"3207 Adams Mill Rd NW, Washington, DC 20010","(38.93181995, -77.0457251726218)",0
1291,112,DCDC310672,RES,CLS,1002 Quebec Pl NW,Washington,"Washington, DC",4.0,1-Mar,Row/Townhouse,7/17/2019,Samson Properties (SAMP1),820000.0,20010,"1002 Quebec Pl NW, Washington, DC 20010","(38.9368197, -77.0274525969196)",0
1292,113,1001994490,RES,CLS,1538 Monroe St NW ,Washington,"Washington, DC",2.0,Jan-00,Twin/Semi-Detached,7/24/2019,Keller Williams Realty Falls Church (KWR30),376000.0,20010,"1538 Monroe St NW , Washington, DC 20010","(38.9321734, -77.0357323156801)",0
1293,0,DCDC440186,RES,CLS,1712 Taylor St NW,Washington,"Washington, DC",5.0,2-Mar,Detached,8/29/2019,TTR Sotheby's International Realty (TTRS2),1040000.0,20011,"1712 Taylor St NW, Washington, DC 20011","(38.9406039, -77.0389772500797)",0
1294,1,DCDC439586,RES,CLS,902 Webster St NW,Washington,"Washington, DC",4.0,1-Mar,Twin/Semi-Detached,8/27/2019,S&G Realty (SAGG1),650000.0,20011,"902 Webster St NW, Washington, DC 20011","(38.9438201, -77.0254195258942)",0
1295,2,DCDC437720,RES,CLS,4408 Illinois Ave NW,Washington,"Washington, DC",3.0,2,Detached,8/2/2019,Non Subscribing Office (NON1),735000.0,20011,"4408 Illinois Ave NW, Washington, DC 20011","(38.9446894, -77.0205350003742)",0
1296,3,DCDC437270,RES,CLS,821 Tuckerman St NW,Washington,"Washington, DC",3.0,Jan-00,Twin/Semi-Detached,8/28/2019,"Ivan Brown Realty, Inc. (IVAN1)",500000.0,20011,"821 Tuckerman St NW, Washington, DC 20011","(38.96745165, -77.0251919047835)",0
1297,4,DCDC436846,RES,CLS,15 Grant Cir NW ,Washington,"Washington, DC",2.0,1-Feb,Row/Townhouse,8/29/2019,TTR Sotheby's International Realty (TTRS5),545000.0,20011,"15 Grant Cir NW , Washington, DC 20011","(38.9435172, -77.0184366770295)",0
1298,5,DCDC434580,RES,CLS,1024 Hamilton St NE,Washington,"Washington, DC",3.0,1-Jan,End of Row/Townhouse,8/28/2019,Keller Williams Realty (KWR4),475000.0,20011,"1024 Hamilton St NE, Washington, DC 20011","(38.9547148, -76.9921377617321)",0
1299,6,DCDC436778,RES,CLS,423 Rittenhouse St NW,Washington,"Washington, DC",4.0,1-Feb,Detached,8/22/2019,"Long & Foster Real Estate, Inc. (LNG150)",638500.0,20011,"423 Rittenhouse St NW, Washington, DC 20011","(38.9651497, -77.019297570989)",0
1300,7,DCDC436822,RES,CLS,4924 5th St NW,Washington,"Washington, DC",5.0,1-Mar,Row/Townhouse,8/30/2019,"Long & Foster Real Estate, Inc. (LNG183)",938000.0,20011,"4924 5th St NW, Washington, DC 20011","(38.95074905, -77.0198659142185)",0
1301,8,DCDC436496,RES,CLS,122 Victor St NE,Washington,"Washington, DC",3.0,2,Twin/Semi-Detached,8/29/2019,"Continental Properties, Ltd. (CPRE1)",474900.0,20011,"122 Victor St NE, Washington, DC 20011","(38.94365305, -77.0050319741664)",0
1302,9,DCDC436450,RES,CLS,738 Longfellow St NW ,Washington,"Washington, DC",2.0,Jan-00,Unit/Flat/Apartment,8/14/2019,KW Metro Center (KWR17),275000.0,20011,"738 Longfellow St NW , Washington, DC 20011","(38.9570983, -77.0236853969452)",0
1303,10,DCDC436076,RES,CLS,503 Madison St NE,Washington,"Washington, DC",3.0,1-Jan,Twin/Semi-Detached,8/30/2019,Coldwell Banker Residential Brokerage (CBRB52),426540.0,20011,"503 Madison St NE, Washington, DC 20011","(38.95813115, -76.9985863241795)",0
1304,11,DCDC435806,RES,CLS,16 Farragut Pl NW,Washington,"Washington, DC",3.0,2,Row/Townhouse,8/7/2019,TTR Sotheby's International Realty (TTRS4),575000.0,20011,"16 Farragut Pl NW, Washington, DC 20011","(38.9511532, -77.0095054161481)",0
1305,12,DCDC435876,RES,CLS,5237 Kansas Ave NW,Washington,"Washington, DC",3.0,1-Mar,Row/Townhouse,8/23/2019,Compass (COMPS2),685000.0,20011,"5237 Kansas Ave NW, Washington, DC 20011","(38.9541861, -77.0164678854296)",0
1306,13,DCDC435878,RES,CLS,1206 Ingraham St NW,Washington,"Washington, DC",4.0,1-Mar,Row/Townhouse,8/2/2019,"EXP Realty, LLC. (EXPY1)",779900.0,20011,"1206 Ingraham St NW, Washington, DC 20011","(38.9538677, -77.0281059997586)",0
1307,14,DCDC435284,RES,CLS,4618 Kansas Ave NW,Washington,"Washington, DC",4.0,1-Mar,Row/Townhouse,8/21/2019,Redfin Corp (REFC3),887000.0,20011,"4618 Kansas Ave NW, Washington, DC 20011","(38.9468058, -77.0227806924258)",0
1308,15,DCDC435498,RES,CLS,818 Kennedy St NW,Washington,"Washington, DC",1.0,1-Jan,Row/Townhouse,8/30/2019,Compass (COMPS2),870000.0,20011,"818 Kennedy St NW, Washington, DC 20011","(38.95612775, -77.0248074630691)",0
1309,16,DCDC435328,RES,CLS,5622 13th St NW,Washington,"Washington, DC",0.0,/0,Row/Townhouse,8/23/2019,"Long & Foster Real Estate, Inc. (LNG194)",575000.0,20011,"5622 13th St NW, Washington, DC 20011","(38.95803565, -77.02996445)",0
1310,17,DCDC435322,RES,CLS,1719 Shepherd St NW,Washington,"Washington, DC",3.0,2-Feb,Detached,8/20/2019,Compass (COMPS2),1025000.0,20011,"1719 Shepherd St NW, Washington, DC 20011","(38.93997965, -77.0389049443856)",0
1311,18,DCDC435254,RES,CLS,1383 Somerset Pl NW,Washington,"Washington, DC",4.0,3,Detached,8/9/2019,Supreme Properties Realty & Referral Co (SUPP1),589000.0,20011,"1383 Somerset Pl NW, Washington, DC 20011","(38.967047, -77.0328363002955)",0
1312,19,DCDC434810,RES,CLS,203 Sheridan St NW,Washington,"Washington, DC",4.0,1-Mar,Detached,8/15/2019,TTR Sotheby's International Realty (TTRS4),719000.0,20011,"203 Sheridan St NW, Washington, DC 20011","(38.9663421, -77.0140165402269)",0
1313,20,DCDC434952,RES,CLS,3812 13th St NW ,Washington,"Washington, DC",3.0,1-Mar,Row/Townhouse,8/15/2019,Compass (COMPS1),777500.0,20011,"3812 13th St NW , Washington, DC 20011","(38.9381929, -77.0299952840764)",0
1314,21,DCDC434386,RES,CLS,1419 Shepherd St NW ,Washington,"Washington, DC",3.0,1-Feb,Row/Townhouse,8/9/2019,Keller Williams Capital Properties (KWCP1),659000.0,20011,"1419 Shepherd St NW , Washington, DC 20011","(38.93992015, -77.033693024931)",0
1315,22,DCDC434724,RES,CLS,4008 Marlboro Pl NW,Washington,"Washington, DC",4.0,1-Mar,End of Row/Townhouse,8/20/2019,"McEnearney Associates, Inc. (MCE7)",915000.0,20011,"4008 Marlboro Pl NW, Washington, DC 20011","(38.94036225, -77.0163668701232)",0
1316,23,DCDC432474,RES,CLS,610 Longfellow St NW ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,7/31/2019,Compass (COMPS1),210000.0,20011,"610 Longfellow St NW , Washington, DC 20011","(38.9572962, -77.0213200656549)",0
1317,24,DCDC434114,RES,CLS,621 Farragut St NW,Washington,"Washington, DC",2.0,1,Row/Townhouse,8/1/2019,Compass (COMPS1),550000.0,20011,"621 Farragut St NW, Washington, DC 20011","(38.95117785, -77.0208267746649)",0
1318,25,DCDC434552,RES,CLS,23 Rock Creek Church Rd NW,Washington,"Washington, DC",3.0,1-Feb,Row/Townhouse,8/16/2019,Redfin Corp (REFC3),715000.0,20011,"23 Rock Creek Church Rd NW, Washington, DC 20011","(38.9436957, -77.0124934961009)",0
1319,26,DCDC434358,RES,CLS,4415 7th St NW,Washington,"Washington, DC",3.0,3,Detached,8/15/2019,"Long & Foster Real Estate, Inc. (LNG194)",735000.0,20011,"4415 7th St NW, Washington, DC 20011","(38.94488695, -77.0215177271479)",0
1320,27,DCDC434260,RES,CLS,1008 Rittenhouse St NW ,Washington,"Washington, DC",4.0,1-Feb,Unit/Flat/Apartment,8/19/2019,The ONE Street Company (ONERE1),475000.0,20011,"1008 Rittenhouse St NW , Washington, DC 20011","(38.9648135, -77.0283296522624)",0
1321,28,DCDC433912,RES,CLS,3916 Kansas Ave NW,Washington,"Washington, DC",5.0,1-Apr,Row/Townhouse,7/26/2019,Exit Deluxe Realty (EXDR2),1025000.0,20011,"3916 Kansas Ave NW, Washington, DC 20011","(38.93935305, -77.0281473552447)",0
1322,29,DCDC433620,RES,CLS,5305 3rd St NW,Washington,"Washington, DC",4.0,1-Mar,Row/Townhouse,7/19/2019,Compass (COMPS1),735000.0,20011,"5305 3rd St NW, Washington, DC 20011","(38.95467235, -77.0157799106531)",0
1323,30,DCDC433788,RES,CLS,1380 Quincy St NW ,Washington,"Washington, DC",2.0,2,Unit/Flat/Apartment,8/16/2019,"Long & Foster Real Estate, Inc. (LNG44)",570000.0,20011,"1380 Quincy St NW , Washington, DC 20011","(38.9375239418522, -77.032073614283)",0
1324,31,DCDC433710,RES,CLS,12 Nicholson St NW,Washington,"Washington, DC",4.0,4,Detached,8/21/2019,RE/MAX Realty Services (RBE3),690000.0,20011,"12 Nicholson St NW, Washington, DC 20011","(38.9599801, -77.0098402498384)",0
1325,32,DCDC433702,RES,CLS,4424 1st Pl NE ,Washington,"Washington, DC",1.0,1,Unit/Flat/Apartment,7/19/2019,EXIT Right Realty (EXRT1),180500.0,20011,"4424 1st Pl NE , Washington, DC 20011","(38.9444228, -77.006915)",0
1326,33,DCDC433574,RES,CLS,200 Hamilton St NW ,Washington,"Washington, DC",2.0,2,Unit/Flat/Apartment,7/31/2019,I-Agent Realty Incorporated (IAGR1),405000.0,20011,"200 Hamilton St NW , Washington, DC 20011","(38.9531658, -77.013763)",0
1327,34,DCDC431298,RES,CLS,820 Kennedy St NW ,Washington,"Washington, DC",3.0,3,Unit/Flat/Apartment,8/23/2019,RLAH Real Estate (RLAH1),610000.0,20011,"820 Kennedy St NW , Washington, DC 20011","(38.95612595, -77.0248766510541)",0
1328,35,DCDC432748,RES,CLS,5711 Colorado Ave NW,Washington,"Washington, DC",3.0,1-Feb,Twin/Semi-Detached,8/8/2019,RE/MAX Allegiance (RMAX20),632500.0,20011,"5711 Colorado Ave NW, Washington, DC 20011","(38.9587513, -77.0307851460995)",0
1329,36,DCDC433138,RES,CLS,738 Jefferson St NE,Washington,"Washington, DC",3.0,1-Feb,Twin/Semi-Detached,8/13/2019,Keller Williams Capital Properties (KWCP1),560000.0,20011,"738 Jefferson St NE, Washington, DC 20011","(38.9565472, -76.9946754892437)",0
1330,37,DCDC432948,RES,CLS,440 Jefferson St NW,Washington,"Washington, DC",3.0,1-Mar,Row/Townhouse,8/5/2019,Compass (COMPS2),690000.0,20011,"440 Jefferson St NW, Washington, DC 20011","(38.9551966, -77.0191758758099)",0
1331,38,DCDC432886,RES,CLS,605 Emerson St NW,Washington,"Washington, DC",4.0,1-Mar,Row/Townhouse,7/31/2019,TTR Sotheby's International Realty (TTRS8),899900.0,20011,"605 Emerson St NW, Washington, DC 20011","(38.95011305, -77.0205245709038)",0
1332,39,DCDC432906,RES,CLS,5709 Blair Rd NE,Washington,"Washington, DC",3.0,1-Mar,Detached,7/30/2019,Coldwell Banker Residential Brokerage (CBRB106),769000.0,20011,"5709 Blair Rd NE, Washington, DC 20011","(38.9592803, -77.0087206552978)",0
