,formatted_address,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,types,user_ratings_total,Zip Code
291,"1918 18th St NW, Washington, DC 20009, USA","{'location': {'lat': 38.9161954, 'lng': -77.0418971}, 'viewport': {'northeast': {'lat': 38.91754432989273, 'lng': -77.04042572010727}, 'southwest': {'lat': 38.91484467010729, 'lng': -77.04312537989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,020038afe4efa9230b0ebe8962e795496b4701a3,Jolt 'N Bolt Coffee & Tea House,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109872704602625422405/photos"">Joe Khawly</a>'], 'photo_reference': 'CmRaAAAAVH0jGHHw5B9rHHuzo8MsEYDvCWPramlmZ7ry_L7HqAUgrS7uEWspvFN2aZ0Hh9VA4RCW_1OiOsBt3afHJzvt6kQcJcNV_QaBx02WTchqtffDFebZCv524flmXg2o1Fx9EhD1VgNfraq7rGyUHtmAqN8IGhSaNAhG5udPV5Sw-Sb8xCWg_PtMLw', 'width': 3024}]",ChIJWeRZ2cS3t4kR--IsF9iTXUw,"{'compound_code': 'WX85+F6 Washington, District of Columbia', 'global_code': '87C4WX85+F6'}",1,4.2,ChIJWeRZ2cS3t4kR--IsF9iTXUw,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",122,20009
292,"1700 Connecticut Ave NW, Washington, DC 20009, USA","{'location': {'lat': 38.912757, 'lng': -77.04552900000002}, 'viewport': {'northeast': {'lat': 38.91413287989272, 'lng': -77.0441033701073}, 'southwest': {'lat': 38.91143322010727, 'lng': -77.04680302989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,42436c79572fd33d3327846f20a5bc85a08f7149,Starbucks,{'open_now': True},"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107691864431887613813/photos"">Avishai Chelst</a>'], 'photo_reference': 'CmRaAAAAYXjjQ2WArbXET4DA6QsttGalibKINO9kh54vWivayIqkwrLb4b-Fn9iSVzv_lf24vRf8VFul1QjAfLovWWlF_OsfuRpeyoXTeZJTaDCfq5HtyO5obcXfOUU7GIoYZd1EEhAEbdcQk94QoGMCv_S4Y7AeGhSIvmkcF2q9xNCobWnmg_ahauQpOg', 'width': 3264}]",ChIJDQDwTc-3t4kR-kDvgQhRdUw,"{'compound_code': 'WX73+4Q Washington, District of Columbia', 'global_code': '87C4WX73+4Q'}",2,3.7,ChIJDQDwTc-3t4kR-kDvgQhRdUw,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",211,20009
293,"2459 18th St NW, Washington, DC 20009, USA","{'location': {'lat': 38.92197700000001, 'lng': -77.042091}, 'viewport': {'northeast': {'lat': 38.92330997989272, 'lng': -77.04091867010729}, 'southwest': {'lat': 38.92061032010728, 'lng': -77.04361832989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,81e7435c892719bd52b9fa3a2cae499ab214a0b0,Tryst,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107244119634886511268/photos"">Jason Braun</a>'], 'photo_reference': 'CmRaAAAAVVz8xAvLA-YGDG9IYLOiRqk7lY_Ec3NTz_G89ZyxrnmU1jEt_pbokeowsim8aoH1sUniFXm7oIOgr5myh7Zh_ZWypnQlnWnDbJUSXB-ViffwHz6QFUVFK07Pu7otkPrYEhCyB3SrwVIW12ZVNlxIUPO3GhQl5lPLwlGET-d91EAcHRZD2mg_CA', 'width': 4032}]",ChIJZ1xnLNq3t4kRMWSzJo7OC6k,"{'compound_code': 'WXC5+Q5 Washington, District of Columbia', 'global_code': '87C4WXC5+Q5'}",2,4.5,ChIJZ1xnLNq3t4kRMWSzJo7OC6k,"['art_gallery', 'night_club', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",1316,20009
294,"1303 19th St NW, Washington, DC 20036, USA","{'location': {'lat': 38.9074703, 'lng': -77.0431936}, 'viewport': {'northeast': {'lat': 38.90882052989272, 'lng': -77.04196892010728}, 'southwest': {'lat': 38.90612087010727, 'lng': -77.04466857989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,ea8024e6bae779d25ddcb118eb70060c077f342d,Saxbys Dupont Circle,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100137771780365726949/photos"">Michael Jensen</a>'], 'photo_reference': 'CmRaAAAAFTfr6eq1rPd5E2lzXNTkaU0qwr9uSpmQRcf0xugQ94bBJ5lJd0MWX2xRmm8j-rYE74G3DWfD5ZZdtSqVcAI8yQng66N-Fqz861L00WX41Ola5y5y0OX3YzUlCSh09s1hEhDWe1b6BDxhewyehunDcQDcGhRjVPmYgFRKkSSpZjaGHOR3XoSgng', 'width': 4032}]",ChIJtZ5ekse3t4kRzQsPVahbZMQ,"{'compound_code': 'WX44+XP Washington, District of Columbia', 'global_code': '87C4WX44+XP'}",1,4.2,ChIJtZ5ekse3t4kRzQsPVahbZMQ,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",60,20036
295,"3411 Connecticut Ave NW, Washington, DC 20008, USA","{'location': {'lat': 38.9348255, 'lng': -77.05767829999999}, 'viewport': {'northeast': {'lat': 38.93614522989272, 'lng': -77.05641442010726}, 'southwest': {'lat': 38.93344557010727, 'lng': -77.05911407989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,664b76643aed5e07b8707e77081dc49ba648bd4d,Firehook Bakery & Coffeehouse,{'open_now': True},"[{'height': 4320, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115806961929796425102/photos"">Ythalo Rossy Saldanha Lira</a>'], 'photo_reference': 'CmRaAAAAYTr9ui_r53O3GaExFm9ALWQKJyf4aEBhTko2xjKFovwYn3i2j7kf9mw6BQh72GhtLe_u7fZwuCj94zbj6BrC7X5ydrWftlhpoTzXAjab3G_iOTSq_qHoGqGP9JqlOlUiEhDT_ruLFTz9B6odGlF4OZb0GhTK45PZLmgAjdK--k1YDRBrmBOiBA', 'width': 2432}]",ChIJ70c3XNPJt4kR5zQl6gaIS_A,"{'compound_code': 'WWMR+WW Washington, District of Columbia', 'global_code': '87C4WWMR+WW'}",1,4.1,ChIJ70c3XNPJt4kR5zQl6gaIS_A,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",238,20008
296,"2016 P St NW, Washington, DC 20036, USA","{'location': {'lat': 38.9095236, 'lng': -77.0455551}, 'viewport': {'northeast': {'lat': 38.91093657989273, 'lng': -77.04420457010727}, 'southwest': {'lat': 38.90823692010729, 'lng': -77.04690422989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,a4528ad53baf6a931b7cfe59111efae675b81a38,Leziz Cafe & Restaurant,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106031358765171960618/photos"">Julie Siciliano</a>'], 'photo_reference': 'CmRaAAAAT1bCVMwp5-ywrLX-yRlh-WNOSexRzmfnBDp41CkRcemCiKfTOszxDVnlKNZ6afQZxgaov2dh6DH4mDY8qVrKJKCn43bOf40G82ATUXmC3zkL8nOkAfWgE8F6SV2UvWIqEhA4XUGe0zyYzokoABGmrr5sGhRwGVdy1VAlzArJ9sNpsEzUQElZWQ', 'width': 4032}]",ChIJ7a3WmPa3t4kRjCErOw9Rj8U,"{'compound_code': 'WX53+RQ Washington, District of Columbia', 'global_code': '87C4WX53+RQ'}",,4.7,ChIJ7a3WmPa3t4kRjCErOw9Rj8U,"['meal_takeaway', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",116,20036
297,"1827 Adams Mill Rd NW, Washington, DC 20009, USA","{'location': {'lat': 38.9234361, 'lng': -77.0432857}, 'viewport': {'northeast': {'lat': 38.92478082989272, 'lng': -77.04204922010727}, 'southwest': {'lat': 38.92208117010727, 'lng': -77.04474887989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,f9ddc00c16e12eb7d15fd9bcc608616fea6cc88c,Philz Coffee,{'open_now': True},"[{'height': 4048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103704678007795356443/photos"">James Araujo</a>'], 'photo_reference': 'CmRaAAAAP1-J4A1HeiEQN3p0-sMr5RHJOVbklsbu6Mqh1hXxOeMdCWQjt-XgbkaCOYhJyC5xin4XElloxddJxY9TH8N6LyRSiFn1Ryk6MXxIDK--2da77EldvC9BQq-HUlHsn7R2EhB1yBKmiSGpMWgdwcOK_6z7GhQo_eTaMS_9PCG392RltWKQyVOK0w', 'width': 3036}]",ChIJ5cvXj9m3t4kRHmNog8VXi3Y,"{'compound_code': 'WXF4+9M Washington, District of Columbia', 'global_code': '87C4WXF4+9M'}",2,4.6,ChIJ5cvXj9m3t4kRHmNog8VXi3Y,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",535,20009
300,"2616 Connecticut Ave NW, Washington, DC 20008, USA","{'location': {'lat': 38.924242, 'lng': -77.052208}, 'viewport': {'northeast': {'lat': 38.92563162989273, 'lng': -77.05074542010726}, 'southwest': {'lat': 38.92293197010729, 'lng': -77.05344507989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,0ee170629ba5b070e3dfffaa5b0744d957a7a1b2,McDonald's,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104489690922938051909/photos"">Rol J</a>'], 'photo_reference': 'CmRaAAAAjX8x7b5on5bdJguNUqmmiFnNMlEuzwh2glI_GST1-MkPK_T7nc64qdJqMxrJAwKW6e0qrol9yFza8Yaa_ZKddb56YjjD2SlUaaiEGJCsJwMz5-ATprEy5a98XqjOXk5ZEhBEnDD4KmVAVsi4WOCiV-xLGhRg3bHayKG7jn5SPC8nDnwmC7tFHw', 'width': 1920}]",ChIJu-yDctS3t4kROm9YRVn68Z0,"{'compound_code': 'WWFX+M4 Washington, District of Columbia', 'global_code': '87C4WWFX+M4'}",1,3.5,ChIJu-yDctS3t4kROm9YRVn68Z0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",510,20008
301,"1501 Connecticut Ave NW, Washington, DC 20036, USA","{'location': {'lat': 38.910597, 'lng': -77.04371300000001}, 'viewport': {'northeast': {'lat': 38.91192722989272, 'lng': -77.04241902010727}, 'southwest': {'lat': 38.90922757010728, 'lng': -77.04511867989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,488b3cdde5307f15d0658361114aa4dd849d3aa3,Starbucks,{'open_now': True},"[{'height': 3464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115452292216729877366/photos"">Aaron Jackson</a>'], 'photo_reference': 'CmRaAAAAWtbnzh7B3JZAZJzcAbLJGl3q5PzbSAIMegP8C2OVGGCbYKNB8FLHDFsWIiqN_XRmoVBvOfnC_W5eCpRNA4iVX-WoxHgufGkGfVIqw-aQCVYFA4kHP5x-vtlm4I6LXH2AEhCIZ-JDgYdMOQJH8yiu_wgMGhSPJbi01GVQmssHszJ491Po2Q_dWg', 'width': 4618}]",ChIJKSjjOMa3t4kRGjyVhLs9VaE,"{'compound_code': 'WX64+6G Washington, District of Columbia', 'global_code': '87C4WX64+6G'}",2,4,ChIJKSjjOMa3t4kRGjyVhLs9VaE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",543,20036
302,"1770 Euclid St NW, Washington, DC 20009, USA","{'location': {'lat': 38.9228818, 'lng': -77.0417148}, 'viewport': {'northeast': {'lat': 38.92432322989272, 'lng': -77.04036677010727}, 'southwest': {'lat': 38.92162357010728, 'lng': -77.04306642989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,26b93c593ea6ca3c9499bc00e054b6804271224d,The Cup We All Race 4,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111146031135193509449/photos"">Alice Wang</a>'], 'photo_reference': 'CmRaAAAA5vTlilzagNsRrshiPHiJOF6ySmO8dj9B5s8OHMmodl8vcYq4YFikif70A0uldivLP9QDzVnSI89COpTpRebO7XjxfamKNiodo8JRhsrT_QjjG-OQYY40fmB1ctA22JdVEhD4otb-qgghv4wK21cxnpvfGhQMKImGGK8BbZHDEqVd3WPKFO1-kQ', 'width': 3024}]",ChIJq6p-gtm3t4kRf9O09IxALTU,"{'compound_code': 'WXF5+58 Washington, District of Columbia', 'global_code': '87C4WXF5+58'}",1,4.4,ChIJq6p-gtm3t4kRf9O09IxALTU,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",37,20009
304,"1780 Florida Ave NW, Washington, DC 20009, USA","{'location': {'lat': 38.9168463, 'lng': -77.0412551}, 'viewport': {'northeast': {'lat': 38.91824187989272, 'lng': -77.03995887010727}, 'southwest': {'lat': 38.91554222010728, 'lng': -77.04265852989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,15126df93beda8854af39d64a046d7e8445f4574,Keren Cafe & Restaurant,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108664010491033179847/photos"">Sinan Pismisoglu</a>'], 'photo_reference': 'CmRaAAAAjdvFQW_v4U09yIdS9S13Zt-91H9pa-pgLtUpeInE4HZMTpNnAe6LKAUAZxNBboKsov8Cer4qYDa2gGJIRVcVg15FKlPQ3Y4tZPIP3mS6akQRnWAtsmgkfkLJ-EE4eW8NEhDNovyKrbaR7l5T-gx1gp5SGhQ2IODOTyll7SJlBmjQR5LglYyUKw', 'width': 3024}]",ChIJPVvwzcS3t4kRnxGhxVEHN4Y,"{'compound_code': 'WX85+PF Washington, District of Columbia', 'global_code': '87C4WX85+PF'}",1,4.7,ChIJPVvwzcS3t4kRnxGhxVEHN4Y,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",694,20009
309,"1405 T St NW, Washington, DC 20009, USA","{'location': {'lat': 38.9157943, 'lng': -77.0323923}, 'viewport': {'northeast': {'lat': 38.91703622989272, 'lng': -77.03104247010728}, 'southwest': {'lat': 38.91433657010727, 'lng': -77.03374212989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,d053e917d7a47e249af1ff7733406f426c9535cf,Colada Shop,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115886611651670264121/photos"">Matthew Bacon</a>'], 'photo_reference': 'CmRaAAAAFMdMv9QeMOrLXAk3cRF1FDJ6pDX-GiJ8c7_EF4EvkbEuXFpgYuD2lsOeno0weeFKfWLrcnnpUfZNVsZNOMLYLwp4KB7P9uwRwSN8z5Z5MfIJDwqAX8AWc_eRS9wOAXu-EhDMyp5U_7l65_m-n46-m7m6GhTzYdw2JzVNnxKrvXCixZwWM2ledA', 'width': 4032}]",ChIJI8tzDui3t4kRasFeg3KC0K4,"{'compound_code': 'WX89+82 Washington, District of Columbia', 'global_code': '87C4WX89+82'}",1,4.5,ChIJI8tzDui3t4kRasFeg3KC0K4,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",514,20009
311,"4224 Fessenden St NW, Washington, DC 20016, USA","{'location': {'lat': 38.9544577, 'lng': -77.0830115}, 'viewport': {'northeast': {'lat': 38.95593372989272, 'lng': -77.08166257010727}, 'southwest': {'lat': 38.95323407010728, 'lng': -77.08436222989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,80e378f7eaf6ddcb08370f91c2669c5561542412,Coffee Nature,{'open_now': True},"[{'height': 466, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114843709809980604547/photos"">Coffee Nature</a>'], 'photo_reference': 'CmRZAAAAxTUDdxR8FIDtTOo2hSIMGFwTdeLvS2wjlez-NsJwv05EOrBkIaeJ_7QX5bDkq0kh6gT49gsffR1bxcPIuTiHMNvO34t5NnOM3EEiZ_YS-6Sq4Qaj1l7mU9fr4Kb8niIuEhC9xAyMqEdCueVLVRbiTDAkGhRkwb0mfQIzXfLS9ImEjSp1Uo3pIQ', 'width': 960}]",ChIJHYqM_JTJt4kRKtA6-E-5bOg,"{'compound_code': 'XW38+QQ Washington, District of Columbia', 'global_code': '87C4XW38+QQ'}",1,4.4,ChIJHYqM_JTJt4kRKtA6-E-5bOg,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",121,20016
313,"Wisconsin Avenue &, Idaho Ave NW, Washington, DC 20016, United States","{'location': {'lat': 38.935462, 'lng': -77.073129}, 'viewport': {'northeast': {'lat': 38.93690812989272, 'lng': -77.07197392010727}, 'southwest': {'lat': 38.93420847010728, 'lng': -77.07467357989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,841fce5443ca1f5f572fcb61cd1739c1b6ab2408,Starbucks,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113957554821309393413/photos"">Jennifer Leach</a>'], 'photo_reference': 'CmRaAAAAyV9d7n-BqW9TV5YIT531AWVpzErcnYKnuL33beyt9E_Fj6zRa__MqmHul_cOyU1SkDou9fBDyVuLhraeGiptZrGDHQYq_WzloAswM3CW-6vRnw9PI7UdapSDcu36GFvQEhC86KrY1rJdXn98b2xoQlw0GhROoshwMj9HNMohIsmPQNtrAvdOyQ', 'width': 1920}]",ChIJQdb5VNnJt4kRnuPu4SNF6Pk,"{'compound_code': 'WWPG+5P Washington, District of Columbia', 'global_code': '87C4WWPG+5P'}",2,4.3,ChIJQdb5VNnJt4kRnuPu4SNF6Pk,"['cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",156,20016
314,"2475 18th St NW, Washington, DC 20009, USA","{'location': {'lat': 38.9223821, 'lng': -77.0422684}, 'viewport': {'northeast': {'lat': 38.92370572989272, 'lng': -77.04106657010729}, 'southwest': {'lat': 38.92100607010727, 'lng': -77.04376622989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,6d77e4f0e48ec5b1ae7563238e281354096c3892,Songbyrd Record Cafe and Music House,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117312494241443045222/photos"">Leo Slater</a>'], 'photo_reference': 'CmRaAAAAKlA4BaF8XqIP0-dl5hTfudjrcbkEHb82HgGKXBBxgj1W-5QgdzCWTAk57zqCnItbV-0DH7FXlxcCOZM2xVnSmrrS6wMXPfunB5O1Eu3tvh-GrOeTj5R3hhI_0-Sm4tkZEhALue3BBw8xejuCVvGeLtHDGhQFYpqMKWUIdrv6fLxGRXeRsabAUA', 'width': 1920}]",ChIJN6qDgNm3t4kRwmgC4UQs8KU,"{'compound_code': 'WXC5+X3 Washington, District of Columbia', 'global_code': '87C4WXC5+X3'}",2,4.5,ChIJN6qDgNm3t4kRwmgC4UQs8KU,"['cafe', 'electronics_store', 'home_goods_store', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",621,20009
316,"1658 Columbia Rd NW, Washington, DC 20009, USA","{'location': {'lat': 38.924974, 'lng': -77.03869}, 'viewport': {'northeast': {'lat': 38.92640142989272, 'lng': -77.03741497010729}, 'southwest': {'lat': 38.92370177010728, 'lng': -77.04011462989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,46749520bafd0378cafda73222a6625f39fca3a6,The Potter's House,{'open_now': True},"[{'height': 2992, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114646324438821555210/photos"">Charles Marc</a>'], 'photo_reference': 'CmRaAAAABwqSrM49k7MrAeB8EkB-8jhOIGBh9nqPZ5Ojv1Jn5CGY9cYRXGLlTB1hWo5GuRGiS68DYRfBe4x1J2Mu8wYiFB5EHhEcFN2Ys-sAXN6mB-vMKLASKPS2lsb_oYhtZZb4EhA-kOcWDUEsixBfWlzMzdunGhSZnpAD-pr2i-hnem2tNahmTHGtZw', 'width': 4000}]",ChIJrdVHMN-3t4kRjUm1Ud6OGSk,"{'compound_code': 'WXF6+XG Washington, District of Columbia', 'global_code': '87C4WXF6+XG'}",1,4.6,ChIJrdVHMN-3t4kRjUm1Ud6OGSk,"['cafe', 'book_store', 'food', 'point_of_interest', 'store', 'establishment']",351,20009
317,"1801 Columbia Rd NW, Washington, DC 20009, USA","{'location': {'lat': 38.922716, 'lng': -77.04292099999999}, 'viewport': {'northeast': {'lat': 38.92400652989273, 'lng': -77.04150867010728}, 'southwest': {'lat': 38.92130687010729, 'lng': -77.04420832989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,14c31dcce0c0529767e475eaf8e918bc9aee41a5,Starbucks,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102067004325834196776/photos"">Taim Shaikh</a>'], 'photo_reference': 'CmRaAAAA5n-gqAIIgiDnHcWKYH0LctheoocOxIvcfIqddZfJ_7O-67-XSb4Btlbncq-F-VAcH-Bg_Vl9wArwWv4dBEqwAKMuji-VoXOJCTCJ98HBBRIZkkY0po76ZMa_t_MyT-VvEhAuJfRSZTBV4MtjVSDFPW91GhRUYstrPd3XCmhnSg4XnLK5LVqzag', 'width': 3024}]",ChIJyQkYidm3t4kRQWq_0RJzuNU,"{'compound_code': 'WXF4+3R Washington, District of Columbia', 'global_code': '87C4WXF4+3R'}",2,3.9,ChIJyQkYidm3t4kRQWq_0RJzuNU,"['cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",272,20009
319,"4300 Connecticut Ave NW, Washington, DC 20008, USA","{'location': {'lat': 38.94559599999999, 'lng': -77.064638}, 'viewport': {'northeast': {'lat': 38.94698937989272, 'lng': -77.06316442010728}, 'southwest': {'lat': 38.94428972010728, 'lng': -77.06586407989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,1b024575b8a81ea2e180f6d022588ec4b8d89e8e,Potbelly Sandwich Shop,{'open_now': True},"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114611277912571855173/photos"">Potbelly Sandwich Shop</a>'], 'photo_reference': 'CmRaAAAAgcKqF6qnTg6izEfhbtWS3p9TIDqPAB8PrNxrpWzpsb68Ox40bVW2dXAShFLCl7S2jbr4p1z6YlgW8PRfBQ2MNfE-_G3mMMzj9Hk-0Nd8kcaqwWf3fSwH93oJ6Y9PWiYaEhBbR9LJps0kFoBKVNlU_EwWGhSu3fMy__JDnK6WpMn5dUX84fjb3Q', 'width': 1600}]",ChIJ1XmVMsnJt4kRtJNjfjXVZIo,"{'compound_code': 'WWWP+64 Washington, District of Columbia', 'global_code': '87C4WWWP+64'}",1,4,ChIJ1XmVMsnJt4kRtJNjfjXVZIo,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",144,20008
322,"1201 S St NW, Washington, DC 20009, USA","{'location': {'lat': 38.9143319, 'lng': -77.0282395}, 'viewport': {'northeast': {'lat': 38.91556197989273, 'lng': -77.02688892010727}, 'southwest': {'lat': 38.91286232010729, 'lng': -77.02958857989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,2b4b1835e4e2e65c06dd24835e8fa0011b16d832,The Coffee Bar,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113251037823665794132/photos"">Wenyi Zhou</a>'], 'photo_reference': 'CmRaAAAAFG94p9CLADqZwhV424Tfv7oem6nPE9u-qYy3Xn-L2pAWrE2tymXhRQquVQ-P2V934BOGfmb29l-dgPoL29S_Jhb1Ri8yjz2uUqIpEEabP-uz8T8DQFiuiDkTP8PwGvrEEhBdB_AbUoS-YFKSLS1ms-ZMGhSGU92MKfT4ADrAMz6dx4ZuVxjH4g', 'width': 4032}]",ChIJIao_yOi3t4kRKfgMOIZw8Ao,"{'compound_code': 'WX7C+PP Washington, District of Columbia', 'global_code': '87C4WX7C+PP'}",1,4.5,ChIJIao_yOi3t4kRKfgMOIZw8Ao,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",331,20009
323,"1718 14th St NW, Washington, DC 20009, USA","{'location': {'lat': 38.9132764, 'lng': -77.03218559999999}, 'viewport': {'northeast': {'lat': 38.91462632989273, 'lng': -77.03071807010727}, 'southwest': {'lat': 38.91192667010728, 'lng': -77.03341772989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,0bf877d09c2a0abd429f52e51a43306f84fc10d7,Peregrine Espresso,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105514064902804213259/photos"">Peter Liddicoat</a>'], 'photo_reference': 'CmRaAAAAN_f6GU9PhTdMEmjDnpj2TMDQotCJsew-vx9aaw_HnTm1ewMLCMuowda-d1cAOVUjJLrsKGfH_lw2V-SUEiBrY5ptk07n_PBzyEAwhzyCguQkjTSntwyENulufnGty7N8EhA-et6b9ZXtPv3vr6NwRAmXGhSI-3CJW7npdgP8IBmAdpKJKq6Mgg', 'width': 4032}]",ChIJf0oxyum3t4kR5_UGFDTcTMg,"{'compound_code': 'WX79+84 Washington, District of Columbia', 'global_code': '87C4WX79+84'}",1,4.6,ChIJf0oxyum3t4kR5_UGFDTcTMg,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",222,20009
327,"MANHATTAN LAUNDRY, 1346 Florida Ave NW, Washington, DC 20009, USA","{'location': {'lat': 38.9199746, 'lng': -77.0310299}, 'viewport': {'northeast': {'lat': 38.92145282989271, 'lng': -77.02971307010728}, 'southwest': {'lat': 38.91875317010727, 'lng': -77.03241272989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,8f6c18147d6e938f21072fb32c92bfd666ceb352,La Colombe Coffee Roasters,{'open_now': True},"[{'height': 4656, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100744712464792480931/photos"">Joshua Kaminski</a>'], 'photo_reference': 'CmRaAAAAEnImIdqx4EyEbM_gd7pVSkw0ppk7o2lIDgDTz5JYUDDR2LMpE9QkSrCdteQLBvZdNaND9Fjj7O8zLPq8Y_iqIxpqP4mh_V5XB93DFgYc_QY3sJfhwQc56M-20R-FQYd2EhBoCbuNOlA4KkFQ98Tc8YJSGhReCnlEU31oAAQJWGPKLcTkN7a8ng', 'width': 3492}]",ChIJ5fCQI-e3t4kRXI7gissD7jQ,"{'compound_code': 'WX99+XH Washington, District of Columbia', 'global_code': '87C4WX99+XH'}",2,4.5,ChIJ5fCQI-e3t4kRXI7gissD7jQ,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",224,20009
330,"1800 14th St NW, Washington, DC 20009, USA","{'location': {'lat': 38.9144751, 'lng': -77.03220329999999}, 'viewport': {'northeast': {'lat': 38.91582497989272, 'lng': -77.03072892010728}, 'southwest': {'lat': 38.91312532010728, 'lng': -77.03342857989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,a25db3456709edbf9660a8981feff2f018eee98e,Birds Eye Coffee Bar and Eatery,{'open_now': False},"[{'height': 2624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115901214037671708390/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAdA8hqrPy7tUfhOTXjsq9LHqaYKS8mey_A6kthiqYw8IA1emXbKbi5Yz_3hbbrROsUqDjNIkZEZjuvXUosx76wXpE5TFbkOLeV3878TkAFGoYQL747psub0cf1W8OqhBUEhDhLclVH81l6byVnzm0y70YGhSGMEP5NTUxK5SkkeBOdYsXGo9M6w', 'width': 3936}]",ChIJYRwbjfi3t4kRw5WK061nVFk,"{'compound_code': 'WX79+Q4 Washington, District of Columbia', 'global_code': '87C4WX79+Q4'}",,3.9,ChIJYRwbjfi3t4kRw5WK061nVFk,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",26,20009
